dutyName,dutyTel3,hpid,hv1,hv10,hv11,hv12,hv2,hv3,hv4,hv5,hv6,hv7,hv8,hv9,hvamyn,hvangioayn,hvcc,hvccc,hvctayn,hvec,hvgc,hvicc,hvidate,hvmriayn,hvncc,hvoc,hvventiayn,phpid,rnum
청송군보건의료원,054-870-7119,E2700554,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,6,0,0,20200617123811,N1,0,0,Y,E2700554,151
포항성모병원,054-272-0151,A2700016,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,96,2,20200617124113,Y,0,7,Y,A2700016,152
포항세명기독병원,054-289-1711,A2700002,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,92,3,20200617123952,Y,0,7,Y,A2700002,153
에스포항병원,054-289-9120,A2700008,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,5,22,0,20200617123725,Y,0,3,Y,A2700008,154
의료법인은성의료재단좋은선린병원,054-245-5200,A2702563,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,11,88,5,20200617123715,Y,0,2,Y,A2702563,155
경상북도포항의료원,054-245-0129,A2700005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,81,10,20200617123502,Y,0,2,Y,A2700005,156
신가병원,062-610-8119,A1500006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,71,0,20200617123732,Y,0,3,Y,A1500006,157
KS병원,062-975-9119,A1500019,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,43,-2,20200617123857,Y,0,1,Y,A1500019,158
하남성심병원,062-958-1250,A1500017,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,16,54,3,20200617123952,Y,0,4,Y,A1500017,159
광주수완병원,062-958-1119,A1500018,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,35,0,20200617124008,Y,0,2,Y,A1500018,160
광주보훈병원,062-602-6119,A1500004,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,81,17,20200617123823,Y,0,7,Y,A1500004,161
첨단종합병원,062-601-8119,A1500011,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,20,70,14,20200617124054,Y,0,5,Y,A1500011,162
동아병원,062-650-2515,A1500013,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,92,0,20200617124133,Y,0,6,Y,A1500013,163
광주씨티병원,062-460-7119,A1500009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,32,0,20200617123850,Y,0,3,Y,A1500009,164
광주기독병원,062-650-5119,A1500021,0,Y,Y,0,0,4,0,Y,0,Y,0,0,Y,N,0,0,Y,17,89,0,20200617123646,Y,4,3,Y,A1500021,165
전남대학교병원,062-220-6801,A1500002,0,Y,Y,0,1,2,0,Y,2,Y,0,3,Y,N,5,0,Y,-10,198,2,20200617123944,Y,1,5,Y,A1500002,166
조선대학교병원,062-220-3280,A1500001,0,Y,Y,0,0,0,0,Y,2,Y,0,0,Y,N,0,0,Y,6,220,0,20200617123907,Y,8,8,Y,A1500001,167
광주병원,062-260-7119,A1500015,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,56,3,20200617123808,Y,0,4,Y,A1500015,168
운암한국병원,062-608-8119,A1500010,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,43,0,20200617124021,Y,0,2,Y,A1500010,169
광주현대병원,062-570-0119,A1500003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,89,0,20200617123046,Y,0,4,Y,A1500003,170
광주일곡병원,062-608-7119,A1500005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,22,0,20200617123855,Y,0,2,Y,A1500005,171
광주희망병원,062-608-6119,A1500007,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,25,0,20200617123820,Y,0,3,Y,A1500007,172
서광병원,062-600-8119,A1500020,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,18,42,-3,20200617124019,Y,0,2,Y,A1500020,173
상무병원,062-600-7119,A1500022,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,68,0,20200617123844,Y,0,2,Y,A1500022,174
광주한국병원,062-380-3119,A1500016,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,15,42,0,20200617124137,Y,0,3,Y,A1500016,175
미래로21병원,062-450-1119,A1500014,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,67,2,20200617124111,Y,0,3,Y,A1500014,176
드림병원,053-640-8575,A1300034,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,68,0,20200617123925,Y,0,3,Y,A1300034,177
대구가톨릭대학교병원,053-650-4194,A1300004,0,Y,Y,0,0,4,0,Y,2,Y,0,0,Y,N,0,0,Y,7,166,0,20200617123653,Y,19,7,Y,A1300004,178
영남대학교병원,053-620-3177,A1300001,0,Y,Y,0,1,0,0,Y,1,Y,0,0,Y,N,0,0,Y,-7,114,0,20200617124003,Y,-1,7,Y,A1300001,179
의료법인구의료재단구병원,053-557-7119,A1300006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,94,0,20200617124144,Y,0,8,Y,A1300006,180
계명대학교동산병원,053-250-6321,A1300003,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,2,0,Y,-7,126,3,20200617124056,Y,5,5,Y,A1300003,181
더블유병원,053-550-5019,A1300110,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,36,0,20200617124037,Y,0,2,Y,A1300110,182
한국보훈복지의료공단대구보훈병원,053-630-7014,A1300011,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,59,12,20200617124035,Y,0,5,Y,A1300011,183
삼일병원,053-659-3119,A1300045,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,32,0,20200617124120,Y,0,0,Y,A1300045,184
나사렛종합병원,053-643-1400,A1300038,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,118,4,20200617124008,Y,0,3,Y,A1300038,185
대구파티마병원,053-940-7119,A1300009,0,Y,Y,0,-1,4,0,Y,4,Y,0,0,Y,N,0,0,Y,-12,179,0,20200617124000,Y,16,7,Y,A1300009,186
대구가톨릭대학교 칠곡가톨릭병원,053-320-2111,A1300005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,34,0,20200617124005,Y,0,3,Y,A1300005,187
칠곡경북대학교병원,053-200-2110,A1300010,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,125,1,20200617123906,Y,0,5,Y,A1300010,188
대구의료원,053-560-7288,A1300007,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,37,14,20200617124002,Y,0,4,Y,A1300007,189
(재)미리내천주성삼성직수도회천주성삼병원,053-790-0555,A1300081,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,21,0,20200617124003,Y,0,2,Y,A1300081,190
곽병원,053-605-3333,A1300008,0,Y,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,61,0,20200617124025,Y,0,2,Y,A1300008,191
경북대학교병원,053-200-5100,A1300002,0,Y,Y,0,0,0,0,Y,0,Y,0,4,Y,N,0,3,Y,1,78,0,20200617123706,Y,7,6,Y,A1300002,192
근로복지공단대전병원,042-670-5119,A1600009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,65,4,20200617123600,Y,0,3,Y,A1600009,193
대전보훈병원,042-939-0100,A1600004,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,80,3,20200617124012,Y,0,4,Y,A1600004,194
대전한국병원,042-606-1119,A1600003,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,2,99,5,20200617124003,Y,0,4,Y,A1600003,195
대청병원,042-589-0119,A1602246,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,105,1,20200617124007,Y,0,2,Y,A1602246,196
학교법인건양교육재단건양대학교병원,042-600-9119,A1600006,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,12,128,3,20200617123844,Y,6,10,Y,A1600006,197
학교법인을지학원대전을지대학교병원,042-259-1119,A1600002,0,Y,Y,0,0,-1,0,Y,0,Y,0,2,Y,N,0,0,Y,15,95,0,20200617124000,Y,11,6,Y,A1600002,198
의료법인영훈의료재단유성선병원,042-609-1119,A1600007,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,75,8,20200617124133,Y,0,0,Y,A1600007,199
학교법인가톨릭학원가톨릭대학교대전성모병원,042-220-9118,A1600005,0,Y,Y,0,0,3,0,Y,0,Y,0,0,Y,N,0,0,Y,11,144,0,20200617124006,Y,3,8,Y,A1600005,200
의료법인영훈의료재단대전선병원,042-220-8129,A1600008,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,90,4,20200617123957,Y,0,3,Y,A1600008,201
충남대학교병원,042-280-8129,A1600001,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,-6,245,0,20200617124101,Y,14,9,Y,A1600001,202
(의)서일의료재단기장병원,051-723-2119,A1200028,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,63,0,20200617124119,Y,0,2,Y,A1200028,203
동남권원자력의학원,051-720-5911,A1200015,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,6,43,5,20200617123802,Y,0,5,Y,A1200015,204
부산성모병원(재단법인천주교부산교구유지재단),051-933-7119,A1200013,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,145,1,20200617123820,Y,14,8,Y,A1200013,205
좋은문화병원,051-630-0909,A1200026,0,Y,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,72,2,20200617124232,Y,7,4,Y,A1200026,206
의료법인정화의료재단김원묵기념봉생병원,051-664-4119,A1200017,0,0,0,0,3,7,0,Y,0,Y,0,0,Y,N,0,0,Y,10,75,0,20200617123655,Y,0,7,Y,A1200017,207
동래봉생병원,051-520-5700,A1200011,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,71,5,20200617123644,Y,0,3,Y,A1200011,208
대동병원,051-550-9391,A1200018,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,106,5,20200617123937,Y,0,6,Y,A1200018,209
의료법인광혜의료재단광혜병원,051-504-2119,A1200009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,79,1,20200617124047,Y,0,2,Y,A1200009,210
의료법인 온그룹의료재단 온종합병원,051-607-0139,A1200020,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,25,36,14,20200617124050,Y,0,1,Y,A1200020,211
인제대학교부산백병원,051-890-8934,A1200001,0,Y,Y,0,2,2,0,Y,1,Y,0,0,Y,N,0,0,Y,10,115,0,20200617123738,Y,5,8,Y,A1200001,212
학교법인)동의병원,051-850-8777,A1200019,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,13,65,14,20200617124100,Y,0,1,Y,A1200019,213
학교법인 춘해병원,051-632-3119,A1200025,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,63,0,20200617122048,Y,0,4,Y,A1200025,214
구포성심병원,051-330-2090,A1200045,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,35,0,20200617123844,Y,0,0,Y,A1200045,215
의료법인인당의료재단부민병원,051-330-3129,A1200006,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,50,4,20200617124126,Y,0,5,Y,A1200006,216
의료법인은성의료재단좋은삼선병원,051-310-9119,A1200005,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,27,7,20200617124127,Y,0,1,Y,A1200005,217
한국보훈복지의료공단 부산보훈병원,051-601-6180,A1200016,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,23,2,20200617123911,Y,0,6,Y,A1200016,218
고신대학교복음병원,051-990-3008,A1200004,0,Y,Y,0,0,2,0,Y,2,Y,0,0,Y,N,1,0,Y,2,867,0,20200617124047,Y,10,2,Y,A1200004,219
부산대학교병원,051-240-7776,A1200002,0,Y,Y,0,2,0,0,Y,1,Y,0,19,Y,N,0,0,Y,11,269,8,20200617111730,Y,7,12,Y,A1200002,220
동아대학교병원,051-240-5301,A1200003,0,Y,Y,0,0,0,0,Y,3,Y,0,0,Y,N,0,0,Y,13,80,8,20200617124024,Y,1,6,Y,A1200003,221
삼육부산병원,051-600-7750,A1200021,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,25,0,20200617124000,Y,0,2,Y,A1200021,222
의료법인 은성의료재단 좋은강안병원,051-610-9119,A1200008,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,11,59,6,20200617124130,Y,0,4,Y,A1200008,223
비에이치에스한서병원,070-7321-0119,A1200007,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,98,10,20200617124026,Y,0,4,Y,A1200007,224
부산광역시의료원,051-607-2140,A1200024,0,0,Y,0,3,5,0,Y,0,Y,0,0,Y,N,0,0,Y,17,220,0,20200617123500,Y,0,5,Y,A1200024,225
해동병원,051-410-6695,A1200012,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,56,5,20200617124110,Y,0,3,Y,A1200012,226
영도병원,051-419-7575,A1200014,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,63,0,20200617124114,Y,0,3,Y,A1200014,227
재단법인천주교부산교구유지재단 메리놀병원,051-461-2300,A1200023,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,136,12,20200617123815,Y,0,5,Y,A1200023,228
의료법인인당의료재단해운대부민병원,051-602-8119,A1205143,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,54,6,20200617124134,Y,0,4,Y,A1205143,229
인제대학교해운대백병원,051-797-0119,A1200022,0,Y,Y,0,1,1,0,Y,0,Y,0,0,Y,N,0,0,Y,-2,126,0,20200617124107,Y,4,8,Y,A1200022,230
연세대학교의과대학강남세브란스병원,02-2019-3333,A1100015,0,Y,Y,0,0,0,0,Y,2,Y,0,0,Y,N,0,0,Y,-15,26,1,20200617123941,Y,6,0,Y,A1100015,231
삼성서울병원,02-3410-2060,A1100010,0,Y,Y,0,6,9,0,Y,4,Y,0,0,Y,N,0,1,Y,12,303,2,20200617123647,Y,11,13,Y,A1100010,232
강동경희대학교의대병원,02-440-8282,A1100043,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,13,91,10,20200617065032,Y,2,13,Y,A1100043,233
성심의료재단강동성심병원,02-2224-2358,A1100028,0,Y,Y,0,0,6,0,Y,0,Y,0,0,Y,N,0,0,Y,14,108,0,20200617123711,Y,3,2,Y,A1100028,234
한국보훈복지의료공단중앙보훈병원,02-2225-1100,A1100053,0,0,0,0,4,7,0,Y,1,Y,0,0,Y,N,0,0,Y,-1,137,0,20200617122353,Y,0,8,Y,A1100053,235
의료법인성화의료재단대한병원,02-905-9110,A1100030,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,33,5,20200617123836,Y,0,3,Y,A1100030,236
이화여자대학교의과대학부속서울병원,02-6986-5119,A1120796,0,0,Y,0,0,5,0,Y,0,Y,0,0,Y,N,0,0,Y,1,187,0,20200617124106,Y,0,4,Y,A1120796,237
부민병원,02-2620-0119,A1100036,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,37,4,20200617124109,Y,0,1,Y,A1100036,238
에이치플러스양지병원,070-4665-9119,A1100041,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,45,6,20200617124109,Y,0,4,Y,A1100041,239
건국대학교병원,02-2030-5555,A1100002,0,Y,Y,0,1,1,0,Y,0,Y,0,0,Y,N,0,0,Y,14,179,0,20200617123753,Y,2,5,Y,A1100002,240
혜민병원,02-2049-9119,A1100051,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,69,4,20200617124035,Y,0,5,Y,A1100051,241
구로성심병원,02-2067-1515,A1100026,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,35,0,20200617124031,Y,0,3,Y,A1100026,242
고려대학교의과대학부속구로병원,02-2626-2115,A1100014,0,Y,Y,0,1,5,0,Y,0,Y,0,0,Y,N,0,0,Y,9,217,1,20200617123901,Y,2,3,Y,A1100014,243
희명병원,02-809-0122,A1100049,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,61,1,20200617114528,Y,0,3,Y,A1100049,244
한국원자력의학원원자력병원,02-970-2621,A1100027,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,11,122,5,20200617124142,Y,0,3,Y,A1100027,245
인제대학교상계백병원,02-950-1100,A1100016,0,Y,Y,0,3,4,0,Y,2,Y,0,0,Y,N,0,0,Y,4,86,0,20200617124134,Y,2,6,Y,A1100016,246
노원을지대학교병원,02-970-8282,A1100048,0,Y,Y,0,9,7,0,Y,0,Y,0,0,Y,N,0,0,Y,15,123,0,20200617124108,Y,5,6,Y,A1100048,247
의료법인한전의료재단한일병원,02-901-3000,A1100020,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,57,1,20200617124003,Y,3,7,Y,A1100020,248
경희대학교병원,02-958-8282,A1100001,0,Y,Y,0,0,0,0,Y,3,Y,0,0,Y,N,0,0,Y,9,113,1,20200617124109,Y,5,3,Y,A1100001,249
삼육서울병원,02-2210-3566,A1100021,0,0,N,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,12,74,1,20200617124001,Y,4,5,Y,A1100021,250
서울특별시동부병원,02-920-9119,A1100022,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,37,1,20200617124004,Y,0,2,Y,A1100022,251
서울성심병원,02-966-1616,A1100050,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,69,5,20200617124239,Y,0,3,Y,A1100050,252
서울특별시보라매병원,02-870-2119,A1100040,0,Y,Y,0,2,10,0,Y,0,Y,0,0,Y,N,0,0,Y,2,180,0,20200617124001,Y,6,2,Y,A1100040,253
중앙대학교병원,02-6299-1339,A1100003,0,Y,Y,0,3,1,0,Y,0,Y,0,0,Y,N,0,0,Y,3,127,0,20200617124103,Y,3,2,Y,A1100003,254
학교법인연세대학교의과대학세브란스병원,02-2227-7777,A1100007,0,Y,Y,0,3,8,0,Y,2,Y,0,0,Y,N,3,0,Y,-2,76,0,20200617123946,Y,2,8,Y,A1100007,255
의료법인동신의료재단동신병원,02-396-9161,A1100025,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,47,4,20200617124040,Y,0,4,Y,A1100025,256
학교법인가톨릭학원가톨릭대학교서울성모병원,02-2258-2370,A1100012,0,Y,Y,0,0,14,0,Y,3,Y,0,0,Y,N,0,3,Y,-1,226,0,20200617124110,Y,14,5,Y,A1100012,257
한양대학교병원,02-2290-8284,A1100013,0,Y,Y,0,1,4,0,Y,0,Y,0,0,Y,N,0,0,Y,15,153,0,20200617123902,Y,2,5,Y,A1100013,258
(학)고려대학교의과대학부속병원(안암병원),02-920-5374,A1100008,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,32,0,20200617123901,Y,0,3,Y,A1100008,259
경찰병원,02-3400-1300,A1100039,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,54,12,20200617124002,Y,0,6,Y,A1100039,260
재단법인아산사회복지재단서울아산병원,02-3010-3333,A1100009,0,Y,Y,0,4,0,0,Y,0,Y,0,0,Y,N,5,-1,Y,-5,366,0,20200617124129,Y,8,7,Y,A1100009,261
홍익병원,02-2600-0777,A1100019,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,89,6,20200617124058,Y,0,0,Y,A1100019,262
서울특별시서남병원,NA,A1100223,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,153,15,20200617124000,Y,0,5,Y,A1100223,263
이화여자대학교의과대학부속목동병원,02-2650-5911,A1100005,0,Y,Y,0,0,2,0,Y,0,Y,0,0,Y,N,0,0,Y,5,163,0,20200617124101,Y,6,4,Y,A1100005,264
가톨릭대학교여의도성모병원,02-3779-1188,A1100011,0,Y,Y,0,1,0,0,Y,7,Y,0,0,Y,N,0,0,Y,9,80,0,20200617124109,Y,0,5,Y,A1100011,265
명지성모병원,02-829-7800,A1100024,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,62,0,20200617123949,Y,0,3,Y,A1100024,266
대림성모병원,02-829-9129,A1100037,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,101,0,20200617124000,Y,0,2,Y,A1100037,267
한림대학교강남성심병원,02-829-5119,A1100055,0,Y,Y,0,2,8,0,Y,0,Y,0,0,Y,N,0,0,Y,11,88,0,20200617123806,Y,2,1,Y,A1100055,268
성애의료재단성애병원,02-840-7115,A1100054,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,88,7,20200617124131,Y,6,5,Y,A1100054,269
순천향대학교 부속 서울병원,02-709-9117-9,A1100004,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,23,143,3,20200617123923,Y,5,3,Y,A1100004,270
가톨릭대학교 은평성모병원,18117755,A1121013,0,Y,Y,0,2,5,0,Y,4,Y,0,0,Y,N,0,0,Y,15,162,3,20200617124109,Y,8,8,Y,A1121013,271
의료법인청구성심병원,02-383-0129,A1100023,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,39,3,20200617124100,Y,0,3,Y,A1100023,272
서울대학교병원,02-2072-2475,A1100017,0,Y,Y,0,1,10,0,Y,0,Y,0,0,Y,N,2,4,Y,-22,171,6,20200617124133,Y,5,52,Y,A1100017,273
강북삼성병원,02-2001-1000,A1100006,0,Y,Y,0,4,1,0,Y,0,Y,0,0,Y,N,0,0,Y,4,107,0,20200617124143,Y,3,3,Y,A1100006,274
서울적십자병원,NA,A1100029,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,128,10,20200617123747,Y,0,2,Y,A1100029,275
세란병원,02-737-0181,A1100032,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,36,0,20200617124145,Y,0,3,Y,A1100032,276
인제대학교서울백병원,02-2270-0119,A1100033,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,27,2,20200617123900,Y,0,1,Y,A1100033,277
의료법인풍산의료재단동부제일병원,02-490-8880,A1100075,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,50,0,20200617124047,Y,0,1,Y,A1100075,278
녹색병원,02-490-2112-3,A1100044,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,85,6,20200617124000,Y,0,3,Y,A1100044,279
서울특별시서울의료원,NA,A1100035,0,Y,Y,0,7,0,0,Y,5,Y,0,0,Y,N,0,0,Y,16,378,0,20200617124000,Y,4,7,Y,A1100035,280
엔케이(NK)세종병원,044-850-7704,A1800417,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,65,0,20200617124042,Y,0,2,Y,A1800417,281
의료법인 정안의료재단 중앙병원,052-226-1119,A1700028,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,12,46,0,20200617123817,Y,0,5,Y,A1700028,282
의료법인 은성의료재단 좋은삼정병원,052-220-7600,A1700011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,63,1,20200617124056,Y,0,2,Y,A1700011,283
의료법인혜명심의료재단 울산병원,052-259-5119,A1700003,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,71,4,20200617124002,Y,0,2,Y,A1700003,284
학교법인 울산공업학원 울산대학교병원,052-250-7000,A1700004,0,Y,Y,0,0,5,0,Y,0,Y,0,8,Y,N,0,1,Y,1,163,0,20200617124141,Y,2,6,Y,A1700004,285
의료법인송은의료재단울산시티병원,052-280-9119,A1700025,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,23,0,20200617124009,Y,0,5,Y,A1700025,286
서울산보람병원,052-255-7119,A1700001,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,63,0,20200617123930,Y,0,1,Y,A1700001,287
의료법인 동강의료재단 동강병원,052-241-1190,A1700002,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,24,87,0,20200617123739,Y,0,3,Y,A1700002,288
비에스종합병원,032-290-0119,A1403617,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,81,2,20200617124037,Y,1,2,Y,A1403617,289
메디플렉스 세종병원,032-240-8119,A1403372,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,99,3,20200617124108,Y,0,1,Y,A1403372,290
의료법인인성의료재단한림병원,032-540-9119,A1400014,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,16,93,11,20200617123726,Y,0,5,Y,A1400014,291
의료법인 길의료재단 길병원,032-460-3012,A1400001,0,Y,Y,0,0,1,0,Y,1,Y,0,8,Y,N,0,0,Y,3,282,0,20200617124304,Y,12,11,Y,A1400001,292
인천광역시의료원,032-580-6119,A1400017,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,15,90,15,20200617124005,Y,0,6,Y,A1400017,293
의료법인 성수의료재단 인천백병원,032-280-8119,A1400007,0,Y,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,97,6,20200617123906,Y,0,3,Y,A1400007,294
현대유비스병원,032-890-5582,A1400004,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,13,60,9,20200617122854,Y,0,6,Y,A1400004,295
인천사랑병원,032-457-2119,A1400016,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,12,55,13,20200617124032,Y,0,6,Y,A1400016,296
가톨릭대학교인천성모병원,032-280-6107,A1400012,0,Y,Y,0,0,3,0,Y,2,Y,0,0,Y,N,0,0,Y,5,216,0,20200617124109,Y,9,5,Y,A1400012,297
근로복지공단인천병원,032-500-0119,A1400032,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,60,16,20200617124000,Y,0,3,Y,A1400032,298
안은의료재단 부평세림병원,032-509-5777,A1400013,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,17,77,4,20200617123758,Y,0,3,Y,A1400013,299
가톨릭관동대학교국제성모병원,032-290-3065,A1400015,0,Y,Y,0,-1,0,0,Y,0,Y,0,0,Y,N,0,0,Y,13,140,6,20200617124114,Y,0,1,Y,A1400015,300
온누리병원,032-568-9111,A1400005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,53,0,20200617124035,Y,0,3,Y,A1400005,301
의료법인루가의료재단나은병원,032-584-4119,A1400003,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,122,10,20200617124138,Y,0,6,Y,A1400003,302
